probe_id	gene	chrom	chromStart	chromEnd	strand	functional_region	is_promoter	dist_to_tss	cgi_relation	cgi_id	probe_class	annotation_source
sim0001007		chr4	223242477	223242479	+	intergenic	False	-143416.0	S_Shelf	CGI:chr4:223242077-223242877	simulated_background	simulated
sim0001008	KRTAP5-9	chr19	119810320	119810322	+	gene_body	False	1282.0	S_Shore	CGI:chr19:119809920-119810720	simulated_background	simulated
sim0001009	PPIL6	chr2	39083518	39083520	-	5UTR_1stExon	False	198679.0	N_Shelf	CGI:chr2:39083118-39083918	simulated_background	simulated
sim0001010	RAB11FIP3	chr11	182119134	182119136	-	TSS1500	True	-645.0	S_Shelf	CGI:chr11:182118734-182119534	simulated_background	simulated
sim0001011	ARL4D	chr5	145023850	145023852	+	gene_body	False	33987.0	S_Shelf	CGI:chr5:145023450-145024250	simulated_background	simulated
sim0001012		chr19	171173240	171173242	+	intergenic	False	-151739.0	S_Shore	CGI:chr19:171172840-171173640	simulated_background	simulated
sim0001013	KLHL22	chr10	86952824	86952826	+	gene_body	False	4806.0	OpenSea		simulated_background	simulated
sim0001014	OIP5	chr5	139572199	139572201	+	gene_body	False	18151.0	OpenSea		simulated_background	simulated
sim0001015	TMEM107	chr6	17105999	17106001	-	gene_body	False	2419.0	OpenSea		simulated_background	simulated
sim0001016	ZFTA	chr17	38816910	38816912	-	gene_body	False	31847.0	OpenSea		simulated_background	simulated
sim0001017	ACTRT1	chr1	158878955	158878957	+	gene_body	False	3865.0	N_Shelf	CGI:chr1:158878555-158879355	simulated_background	simulated
sim0001018	PCCB	chr22	181063290	181063292	-	gene_body	False	31861.0	OpenSea		simulated_background	simulated
sim0001019	BPIFB1	chr2	104631234	104631236	-	gene_body	False	23872.0	N_Shore	CGI:chr2:104630834-104631634	simulated_background	simulated
sim0001020	RAB14	chr9	110694939	110694941	-	gene_body	False	18252.0	Island	CGI:chr9:110694539-110695339	simulated_background	simulated
sim0001021	RNA5S3	chr8	60475089	60475091	-	TSS1500	True	-822.0	S_Shore	CGI:chr8:60474689-60475489	simulated_background	simulated
sim0001022	DCAF13	chr10	143522434	143522436	+	gene_body	False	5251.0	Island	CGI:chr10:143522034-143522834	simulated_background	simulated
sim0001023	MEST	chr3	239666957	239666959	+	TSS200	True	-189.0	OpenSea		simulated_background	simulated
sim0001024	FYN	chr8	47542181	47542183	-	gene_body	False	10594.0	Island	CGI:chr8:47541781-47542581	simulated_background	simulated
sim0001025	DBN1	chr17	69858863	69858865	-	5UTR_1stExon	False	146233.0	Island	CGI:chr17:69858463-69859263	simulated_background	simulated
sim0001026	RACK1	chr1	219162348	219162350	+	TSS1500	True	-755.0	N_Shore	CGI:chr1:219161948-219162748	simulated_background	simulated
sim0001027		chr7	83069366	83069368	+	intergenic	False	12302.0	N_Shore	CGI:chr7:83068966-83069766	simulated_background	simulated
sim0001028	CREB3	chr22	109647192	109647194	+	TSS200	True	-195.0	N_Shore	CGI:chr22:109646792-109647592	simulated_background	simulated
sim0001029	MNT	chr6	127063866	127063868	+	TSS200	True	-135.0	S_Shore	CGI:chr6:127063466-127064266	simulated_background	simulated
sim0001030	BABAM1	chr4	233651627	233651629	+	5UTR_1stExon	False	-175366.0	OpenSea		simulated_background	simulated
sim0001031	CDIP1	chr3	94968228	94968230	+	TSS200	True	-167.0	S_Shore	CGI:chr3:94967828-94968628	simulated_background	simulated
sim0001032	PHACTR2	chrX	42631039	42631041	+	TSS1500	True	-1490.0	Island	CGI:chrX:42630639-42631439	simulated_background	simulated
sim0001033	ADHFE1	chr18	5153997	5153999	+	gene_body	False	2009.0	S_Shore	CGI:chr18:5153597-5154397	simulated_background	simulated
sim0001034	MFSD2A	chr22	44841959	44841961	-	gene_body	False	17968.0	Island	CGI:chr22:44841559-44842359	simulated_background	simulated
sim0001035	EFR3A	chr11	231622579	231622581	-	gene_body	False	21286.0	Island	CGI:chr11:231622179-231622979	simulated_background	simulated
sim0001036	DYNC1H1	chr9	20658848	20658850	-	TSS1500	True	-828.0	Island	CGI:chr9:20658448-20659248	simulated_background	simulated
sim0001037	HMGA2	chr19	37524322	37524324	-	5UTR_1stExon	False	-184834.0	N_Shore	CGI:chr19:37523922-37524722	simulated_background	simulated
sim0001038	SESN1	chr12	226116813	226116815	-	5UTR_1stExon	False	175264.0	Island	CGI:chr12:226116413-226117213	simulated_background	simulated
sim0001039	ATF6B	chr2	190149936	190149938	-	gene_body	False	30344.0	Island	CGI:chr2:190149536-190150336	simulated_background	simulated
sim0001040	SCD	chr12	170082262	170082264	+	5UTR_1stExon	False	-11575.0	Island	CGI:chr12:170081862-170082662	simulated_background	simulated
sim0001041		chr4	227037007	227037009	+	intergenic	False	45612.0	N_Shelf	CGI:chr4:227036607-227037407	simulated_background	simulated
sim0001042	RTKN2	chr4	164306057	164306059	-	5UTR_1stExon	False	-91105.0	OpenSea		simulated_background	simulated
sim0001043		chr3	109441794	109441796	+	intergenic	False	-130427.0	N_Shore	CGI:chr3:109441394-109442194	simulated_background	simulated
sim0001044	RNF125	chr18	220842788	220842790	+	gene_body	False	5888.0	OpenSea		simulated_background	simulated
sim0001045	DNAH12	chr3	230669209	230669211	-	TSS200	True	-162.0	S_Shore	CGI:chr3:230668809-230669609	simulated_background	simulated
sim0001046		chr2	173295298	173295300	+	intergenic	False	149988.0	OpenSea		simulated_background	simulated
sim0001047	RNF111	chr14	198345754	198345756	+	gene_body	False	30819.0	OpenSea		simulated_background	simulated
sim0001048	HRG	chr4	235645956	235645958	+	gene_body	False	37407.0	N_Shelf	CGI:chr4:235645556-235646356	simulated_background	simulated
sim0001049	RAB7B	chr12	11988866	11988868	-	gene_body	False	25685.0	OpenSea		simulated_background	simulated
sim0001050	PSENEN	chr19	184370682	184370684	+	gene_body	False	6147.0	Island	CGI:chr19:184370282-184371082	simulated_background	simulated
sim0001051	RAC2	chr19	11855607	11855609	-	gene_body	False	9641.0	Island	CGI:chr19:11855207-11856007	simulated_background	simulated
sim0001052	DCP2	chr19	119309128	119309130	+	5UTR_1stExon	False	130534.0	Island	CGI:chr19:119308728-119309528	simulated_background	simulated
sim0001053	H2BW2	chr7	146500799	146500801	-	gene_body	False	28108.0	OpenSea		simulated_background	simulated
sim0001054	SYN3	chr21	216993934	216993936	-	5UTR_1stExon	False	-175558.0	Island	CGI:chr21:216993534-216994334	simulated_background	simulated
sim0001055	GJA4	chr3	121811388	121811390	+	gene_body	False	35531.0	OpenSea		simulated_background	simulated
sim0001056	TRIM71	chr7	203852890	203852892	+	gene_body	False	19949.0	N_Shore	CGI:chr7:203852490-203853290	simulated_background	simulated
sim0001057		chr1	144068333	144068335	-	intergenic	False	153669.0	Island	CGI:chr1:144067933-144068733	simulated_background	simulated
sim0001058	PPP2R1B	chr22	132943969	132943971	+	gene_body	False	29812.0	S_Shore	CGI:chr22:132943569-132944369	simulated_background	simulated
sim0001059	SPIN2A	chr20	201275932	201275934	-	gene_body	False	19527.0	OpenSea		simulated_background	simulated
sim0001060	CBLC	chr12	220713235	220713237	-	TSS1500	True	-792.0	Island	CGI:chr12:220712835-220713635	simulated_background	simulated
sim0001061	NXNL2	chr11	116508043	116508045	-	TSS200	True	-25.0	S_Shore	CGI:chr11:116507643-116508443	simulated_background	simulated
sim0001062	MYO6	chr21	33188580	33188582	+	gene_body	False	27832.0	OpenSea		simulated_background	simulated
sim0001063	APBB1IP	chr15	45692371	45692373	-	gene_body	False	7102.0	OpenSea		simulated_background	simulated
sim0001064	MAGEA10	chr5	50063952	50063954	-	5UTR_1stExon	False	37361.0	S_Shelf	CGI:chr5:50063552-50064352	simulated_background	simulated
sim0001065	SUSD2	chr18	230485171	230485173	-	TSS200	True	-74.0	OpenSea		simulated_background	simulated
sim0001066	ZFAND2B	chr21	182665440	182665442	+	5UTR_1stExon	False	-62427.0	N_Shore	CGI:chr21:182665040-182665840	simulated_background	simulated
sim0001067		chr3	174947337	174947339	-	intergenic	False	7216.0	N_Shore	CGI:chr3:174946937-174947737	simulated_background	simulated
sim0001068	MIRLET7F2	chr1	211912163	211912165	+	TSS1500	True	-237.0	S_Shore	CGI:chr1:211911763-211912563	simulated_background	simulated
sim0001069	AOC2	chr5	171536088	171536090	+	TSS200	True	-118.0	N_Shore	CGI:chr5:171535688-171536488	simulated_background	simulated
sim0001070	ATL1	chr14	216370792	216370794	+	TSS200	True	-144.0	Island	CGI:chr14:216370392-216371192	simulated_background	simulated
sim0001071	TXLNG	chr22	189885762	189885764	-	TSS200	True	-117.0	Island	CGI:chr22:189885362-189886162	simulated_background	simulated
sim0001072	SNORD3B-1	chr2	79488800	79488802	+	gene_body	False	38034.0	OpenSea		simulated_background	simulated
sim0001073	LY86	chr7	198508265	198508267	-	5UTR_1stExon	False	172396.0	OpenSea		simulated_background	simulated
sim0001074	LILRB2	chr7	204213987	204213989	+	TSS200	True	-200.0	OpenSea		simulated_background	simulated
sim0001075	IMPA1	chr21	170069957	170069959	-	TSS200	True	-141.0	Island	CGI:chr21:170069557-170070357	simulated_background	simulated
sim0001076	MIR28	chr16	144339729	144339731	+	gene_body	False	19655.0	N_Shore	CGI:chr16:144339329-144340129	simulated_background	simulated
sim0001077		chrY	20637189	20637191	+	intergenic	False	-61448.0	N_Shelf	CGI:chrY:20636789-20637589	simulated_background	simulated
sim0001078	CCDC65	chr15	117087048	117087050	-	TSS1500	True	-1437.0	OpenSea		simulated_background	simulated
sim0001079	RBL1	chr12	114592499	114592501	-	TSS200	True	-189.0	N_Shelf	CGI:chr12:114592099-114592899	simulated_background	simulated
sim0001080	SYTL4	chr3	49703593	49703595	+	gene_body	False	11150.0	Island	CGI:chr3:49703193-49703993	simulated_background	simulated
sim0001081		chr6	67028973	67028975	-	intergenic	False	-60807.0	S_Shelf	CGI:chr6:67028573-67029373	simulated_background	simulated
sim0001082	PRCP	chr15	142770737	142770739	-	5UTR_1stExon	False	124475.0	OpenSea		simulated_background	simulated
sim0001083	RNA5-8SN3	chr12	20407373	20407375	+	gene_body	False	16318.0	Island	CGI:chr12:20406973-20407773	simulated_background	simulated
sim0001084	KAT5	chr2	153022280	153022282	+	5UTR_1stExon	False	63779.0	OpenSea		simulated_background	simulated
sim0001085		chr11	114660779	114660781	-	intergenic	False	-95132.0	Island	CGI:chr11:114660379-114661179	simulated_background	simulated
sim0001086	DLGAP4	chr20	207741984	207741986	-	TSS200	True	-23.0	S_Shore	CGI:chr20:207741584-207742384	simulated_background	simulated
sim0001087	PRDM5	chr8	70271394	70271396	-	5UTR_1stExon	False	-87236.0	Island	CGI:chr8:70270994-70271794	simulated_background	simulated
sim0001088	G6PC1	chr5	93385206	93385208	-	5UTR_1stExon	False	-111935.0	Island	CGI:chr5:93384806-93385606	simulated_background	simulated
sim0001089	TAS2R31	chr19	140797552	140797554	-	5UTR_1stExon	False	-39593.0	S_Shelf	CGI:chr19:140797152-140797952	simulated_background	simulated
sim0001090	PLAGL2	chr7	239001397	239001399	-	gene_body	False	29405.0	OpenSea		simulated_background	simulated
sim0001091		chr16	50905201	50905203	-	intergenic	False	-169491.0	Island	CGI:chr16:50904801-50905601	simulated_background	simulated
sim0001092	UNC80	chr16	208858199	208858201	+	gene_body	False	2843.0	Island	CGI:chr16:208857799-208858599	simulated_background	simulated
sim0001093	CRTAC1	chr5	149559641	149559643	+	gene_body	False	27262.0	N_Shore	CGI:chr5:149559241-149560041	simulated_background	simulated
sim0001094		chr21	74100431	74100433	+	intergenic	False	10862.0	Island	CGI:chr21:74100031-74100831	simulated_background	simulated
sim0001095	DPY19L1	chr15	36349325	36349327	+	TSS1500	True	-912.0	S_Shore	CGI:chr15:36348925-36349725	simulated_background	simulated
sim0001096	RXRA	chr12	41636099	41636101	-	gene_body	False	23564.0	OpenSea		simulated_background	simulated
sim0001097	EP400	chr22	213878878	213878880	+	gene_body	False	35817.0	N_Shore	CGI:chr22:213878478-213879278	simulated_background	simulated
sim0001098	H3C14	chr16	226422833	226422835	-	5UTR_1stExon	False	52850.0	OpenSea		simulated_background	simulated
sim0001099	NKX2-2	chr12	170118364	170118366	-	gene_body	False	26068.0	OpenSea		simulated_background	simulated
sim0001100	SLC29A2	chr22	34808401	34808403	+	5UTR_1stExon	False	35428.0	OpenSea		simulated_background	simulated
sim0001101	PLEKHJ1	chr4	61324323	61324325	-	gene_body	False	24123.0	OpenSea		simulated_background	simulated
sim0001102	TFAP4	chr19	138411757	138411759	+	gene_body	False	36516.0	N_Shelf	CGI:chr19:138411357-138412157	simulated_background	simulated
sim0001103	CBS	chr6	61890418	61890420	+	TSS200	True	-113.0	S_Shore	CGI:chr6:61890018-61890818	simulated_background	simulated
sim0001104	KERA	chr7	64643106	64643108	-	TSS1500	True	-994.0	Island	CGI:chr7:64642706-64643506	simulated_background	simulated
sim0001105	MTURN	chr9	125108365	125108367	+	TSS1500	True	-637.0	S_Shore	CGI:chr9:125107965-125108765	simulated_background	simulated
sim0001106	COPS7A	chr10	149671307	149671309	-	5UTR_1stExon	False	174453.0	OpenSea		simulated_background	simulated
sim0001107	RUFY3	chr4	202916543	202916545	-	gene_body	False	25432.0	OpenSea		simulated_background	simulated
sim0001108		chr2	236822716	236822718	-	intergenic	False	54909.0	Island	CGI:chr2:236822316-236823116	simulated_background	simulated
sim0001109		chr6	6403592	6403594	+	intergenic	False	102905.0	OpenSea		simulated_background	simulated
sim0001110	MGST1	chr9	73124241	73124243	+	gene_body	False	6753.0	N_Shore	CGI:chr9:73123841-73124641	simulated_background	simulated
sim0001111	PIEZO1	chr3	121368359	121368361	+	5UTR_1stExon	False	39970.0	N_Shore	CGI:chr3:121367959-121368759	simulated_background	simulated
sim0001112	SCRG1	chr6	1360146	1360148	-	gene_body	False	8629.0	OpenSea		simulated_background	simulated
sim0001113	LIMD2	chr21	229082965	229082967	+	TSS200	True	-9.0	Island	CGI:chr21:229082565-229083365	simulated_background	simulated
sim0001114	XIRP1	chr16	196671043	196671045	-	TSS200	True	-27.0	OpenSea		simulated_background	simulated
sim0001115	LRP6	chr7	143661158	143661160	+	gene_body	False	22873.0	OpenSea		simulated_background	simulated
sim0001116	CLEC1B	chr8	125460695	125460697	-	5UTR_1stExon	False	132429.0	OpenSea		simulated_background	simulated
sim0001117	NUDT1	chr6	199978994	199978996	-	gene_body	False	35472.0	Island	CGI:chr6:199978594-199979394	simulated_background	simulated
sim0001118		chr2	85680026	85680028	-	intergenic	False	153536.0	OpenSea		simulated_background	simulated
sim0001119	GALR3	chr11	226916905	226916907	-	TSS200	True	-71.0	S_Shore	CGI:chr11:226916505-226917305	simulated_background	simulated
sim0001120	KRTAP9-9	chrY	199785671	199785673	+	gene_body	False	16174.0	OpenSea		simulated_background	simulated
sim0001121	KCNIP3	chr6	26314529	26314531	-	5UTR_1stExon	False	-156555.0	OpenSea		simulated_background	simulated
sim0001122	ITGB3	chr5	116521799	116521801	-	5UTR_1stExon	False	95199.0	N_Shelf	CGI:chr5:116521399-116522199	simulated_background	simulated
sim0001123	DUS1L	chr17	61454268	61454270	+	gene_body	False	28324.0	OpenSea		simulated_background	simulated
sim0001124	NNT	chr9	152260978	152260980	-	TSS1500	True	-1009.0	OpenSea		simulated_background	simulated
sim0001125	PRSS57	chr3	129315092	129315094	-	TSS1500	True	-651.0	OpenSea		simulated_background	simulated
sim0001126	BMP8B	chr15	234904476	234904478	-	gene_body	False	1381.0	OpenSea		simulated_background	simulated
sim0001127	OR5B2	chr9	18861563	18861565	-	gene_body	False	22167.0	Island	CGI:chr9:18861163-18861963	simulated_background	simulated
sim0001128		chr9	228768291	228768293	-	intergenic	False	4231.0	Island	CGI:chr9:228767891-228768691	simulated_background	simulated
sim0001129	ATF5	chr21	208749684	208749686	+	TSS200	True	-162.0	OpenSea		simulated_background	simulated
sim0001130	RPP25L	chr14	39670636	39670638	-	5UTR_1stExon	False	19806.0	Island	CGI:chr14:39670236-39671036	simulated_background	simulated
sim0001131	ZNF683	chr1	188443003	188443005	-	gene_body	False	3519.0	Island	CGI:chr1:188442603-188443403	simulated_background	simulated
sim0001132	RAG1	chr2	215075303	215075305	+	5UTR_1stExon	False	-117842.0	OpenSea		simulated_background	simulated
sim0001133	ZAP70	chr11	169895575	169895577	-	gene_body	False	21816.0	Island	CGI:chr11:169895175-169895975	simulated_background	simulated
sim0001134	UGT1A7	chr5	218909672	218909674	-	5UTR_1stExon	False	161434.0	N_Shore	CGI:chr5:218909272-218910072	simulated_background	simulated
sim0001135	RBMY1F	chr5	102462101	102462103	+	TSS200	True	-166.0	S_Shelf	CGI:chr5:102461701-102462501	simulated_background	simulated
sim0001136		chr20	76927151	76927153	+	intergenic	False	-199357.0	Island	CGI:chr20:76926751-76927551	simulated_background	simulated
sim0001137	COG1	chr14	129693103	129693105	+	5UTR_1stExon	False	89639.0	S_Shore	CGI:chr14:129692703-129693503	simulated_background	simulated
sim0001138	MT1A	chr4	144617515	144617517	-	5UTR_1stExon	False	-113826.0	N_Shelf	CGI:chr4:144617115-144617915	simulated_background	simulated
sim0001139	ZNF365	chr21	173077650	173077652	-	5UTR_1stExon	False	154145.0	OpenSea		simulated_background	simulated
sim0001140	SGTB	chr16	193044701	193044703	-	TSS200	True	-165.0	OpenSea		simulated_background	simulated
sim0001141	SLC17A3	chr12	221873122	221873124	-	gene_body	False	36617.0	OpenSea		simulated_background	simulated
sim0001142	PCK1	chr19	192091899	192091901	+	gene_body	False	37850.0	Island	CGI:chr19:192091499-192092299	simulated_background	simulated
sim0001143	EIF4H	chr18	226831295	226831297	-	gene_body	False	3457.0	N_Shore	CGI:chr18:226830895-226831695	simulated_background	simulated
sim0001144	TF	chr8	119688033	119688035	+	gene_body	False	22571.0	Island	CGI:chr8:119687633-119688433	simulated_background	simulated
sim0001145	IL11	chr18	93491466	93491468	+	gene_body	False	38107.0	S_Shore	CGI:chr18:93491066-93491866	simulated_background	simulated
sim0001146	ECHDC3	chr22	100146446	100146448	-	gene_body	False	31219.0	Island	CGI:chr22:100146046-100146846	simulated_background	simulated
sim0001147	DARS1	chr4	110596539	110596541	-	gene_body	False	13555.0	OpenSea		simulated_background	simulated
sim0001148	ORC3	chr1	218489727	218489729	-	gene_body	False	38775.0	OpenSea		simulated_background	simulated
sim0001149	EIF3I	chr2	12623320	12623322	-	gene_body	False	7827.0	Island	CGI:chr2:12622920-12623720	simulated_background	simulated
sim0001150	MIR181D	chr14	99475139	99475141	-	TSS1500	True	-1352.0	OpenSea		simulated_background	simulated
sim0001151	LAP3	chr16	134806799	134806801	-	gene_body	False	28059.0	N_Shore	CGI:chr16:134806399-134807199	simulated_background	simulated
sim0001152	POLR2L	chr6	113253131	113253133	+	TSS1500	True	-538.0	OpenSea		simulated_background	simulated
sim0001153	EFL1	chr10	177861231	177861233	+	gene_body	False	18874.0	Island	CGI:chr10:177860831-177861631	simulated_background	simulated
sim0001154	DSCC1	chr2	88206578	88206580	-	gene_body	False	32441.0	OpenSea		simulated_background	simulated
sim0001155	PABPC4	chr9	90094731	90094733	-	gene_body	False	20931.0	S_Shelf	CGI:chr9:90094331-90095131	simulated_background	simulated
sim0001156	DNASE1L3	chr9	238606832	238606834	+	gene_body	False	10069.0	OpenSea		simulated_background	simulated
sim0001157	NEDD8	chr4	165303440	165303442	-	gene_body	False	2920.0	S_Shore	CGI:chr4:165303040-165303840	simulated_background	simulated
sim0001158	SLIT1	chr7	208335369	208335371	-	TSS200	True	-170.0	OpenSea		simulated_background	simulated
sim0001159	MPP3	chr2	86678076	86678078	-	TSS200	True	-116.0	Island	CGI:chr2:86677676-86678476	simulated_background	simulated
sim0001160	OST4	chr13	203286789	203286791	-	gene_body	False	3441.0	OpenSea		simulated_background	simulated
sim0001161	CRYGC	chr8	146974264	146974266	-	5UTR_1stExon	False	137304.0	N_Shelf	CGI:chr8:146973864-146974664	simulated_background	simulated
sim0001162	SPRY1	chr21	124867462	124867464	+	gene_body	False	8204.0	Island	CGI:chr21:124867062-124867862	simulated_background	simulated
sim0001163	RGPD1	chr3	4812091	4812093	+	TSS1500	True	-1032.0	Island	CGI:chr3:4811691-4812491	simulated_background	simulated
sim0001164	CSKMT	chrY	119333804	119333806	-	TSS1500	True	-834.0	S_Shore	CGI:chrY:119333404-119334204	simulated_background	simulated
sim0001165	BRINP1	chr8	6735296	6735298	-	TSS200	True	-76.0	N_Shelf	CGI:chr8:6734896-6735696	simulated_background	simulated
sim0001166	GOSR2	chr3	11523522	11523524	+	gene_body	False	2175.0	Island	CGI:chr3:11523122-11523922	simulated_background	simulated
sim0001167	KCNK4	chr15	112267364	112267366	+	gene_body	False	31758.0	OpenSea		simulated_background	simulated
sim0001168	SMPDL3B	chr8	55224660	55224662	+	TSS1500	True	-752.0	OpenSea		simulated_background	simulated
sim0001169	LSP1	chr13	139851261	139851263	-	TSS200	True	-161.0	Island	CGI:chr13:139850861-139851661	simulated_background	simulated
sim0001170		chr5	232820242	232820244	+	intergenic	False	62259.0	OpenSea		simulated_background	simulated
sim0001171	BCAS2	chr1	154243330	154243332	+	5UTR_1stExon	False	69754.0	Island	CGI:chr1:154242930-154243730	simulated_background	simulated
sim0001172	PLXNC1	chr9	148497454	148497456	+	gene_body	False	10213.0	OpenSea		simulated_background	simulated
sim0001173		chr20	36338227	36338229	-	intergenic	False	3969.0	Island	CGI:chr20:36337827-36338627	simulated_background	simulated
sim0001174	RPTOR	chr18	233137558	233137560	+	5UTR_1stExon	False	-116192.0	S_Shore	CGI:chr18:233137158-233137958	simulated_background	simulated
sim0001175		chr13	43435136	43435138	+	intergenic	False	162578.0	OpenSea		simulated_background	simulated
sim0001176		chr21	126402087	126402089	+	intergenic	False	48474.0	OpenSea		simulated_background	simulated
sim0001177	KCNIP2	chr17	116790452	116790454	-	TSS200	True	-143.0	OpenSea		simulated_background	simulated
sim0001178	IPO13	chr2	11718934	11718936	+	gene_body	False	10775.0	OpenSea		simulated_background	simulated
sim0001179	CNTN6	chr10	32218781	32218783	-	TSS200	True	-195.0	OpenSea		simulated_background	simulated
sim0001180	P2RY1	chr1	227666347	227666349	+	TSS1500	True	-1195.0	OpenSea		simulated_background	simulated
sim0001181	GPAT4	chr14	100555296	100555298	+	5UTR_1stExon	False	-155848.0	OpenSea		simulated_background	simulated
sim0001182	CHGA	chr6	120179748	120179750	-	gene_body	False	20027.0	OpenSea		simulated_background	simulated
sim0001183	FSTL1	chr11	230917851	230917853	+	gene_body	False	38486.0	Island	CGI:chr11:230917451-230918251	simulated_background	simulated
sim0001184	NFE4	chr6	194430063	194430065	-	gene_body	False	38893.0	S_Shelf	CGI:chr6:194429663-194430463	simulated_background	simulated
sim0001185	CPEB1	chr22	239370389	239370391	-	TSS200	True	-8.0	Island	CGI:chr22:239369989-239370789	simulated_background	simulated
sim0001186	SFRP2	chr4	74346318	74346320	-	5UTR_1stExon	False	-103357.0	OpenSea		simulated_background	simulated
sim0001187	RNF152	chr11	125052158	125052160	-	5UTR_1stExon	False	41038.0	Island	CGI:chr11:125051758-125052558	simulated_background	simulated
sim0001188	VIRMA	chr21	146141345	146141347	+	TSS1500	True	-1178.0	N_Shore	CGI:chr21:146140945-146141745	simulated_background	simulated
sim0001189	TUBB8B	chr18	111370634	111370636	+	TSS1500	True	-558.0	Island	CGI:chr18:111370234-111371034	simulated_background	simulated
sim0001190	MRPS23	chr22	141868258	141868260	-	5UTR_1stExon	False	86653.0	OpenSea		simulated_background	simulated
sim0001191		chr11	107470995	107470997	+	intergenic	False	-14372.0	OpenSea		simulated_background	simulated
sim0001192		chr3	125787348	125787350	-	intergenic	False	67972.0	N_Shore	CGI:chr3:125786948-125787748	simulated_background	simulated
sim0001193	POP1	chr18	56082384	56082386	+	gene_body	False	29058.0	OpenSea		simulated_background	simulated
sim0001194		chr21	188301982	188301984	+	intergenic	False	-74167.0	OpenSea		simulated_background	simulated
sim0001195	TRIM14	chr8	113950447	113950449	-	gene_body	False	4726.0	N_Shore	CGI:chr8:113950047-113950847	simulated_background	simulated
sim0001196	OR1J1	chr8	134595592	134595594	+	TSS1500	True	-1309.0	OpenSea		simulated_background	simulated
sim0001197	ESCO1	chr22	46041767	46041769	+	gene_body	False	6110.0	OpenSea		simulated_background	simulated
sim0001198	DDX17	chr5	102103868	102103870	-	gene_body	False	37389.0	N_Shore	CGI:chr5:102103468-102104268	simulated_background	simulated
sim0001199	KRT16	chr16	165317571	165317573	-	TSS200	True	-17.0	S_Shelf	CGI:chr16:165317171-165317971	simulated_background	simulated
sim0001200	TLE3	chr17	179046400	179046402	-	5UTR_1stExon	False	-6879.0	N_Shelf	CGI:chr17:179046000-179046800	simulated_background	simulated
sim0001201	UCP1	chr10	41196393	41196395	-	TSS200	True	-87.0	Island	CGI:chr10:41195993-41196793	simulated_background	simulated
sim0001202	BRCA1	chr1	204527602	204527604	+	TSS1500	True	-983.0	S_Shelf	CGI:chr1:204527202-204528002	simulated_background	simulated
sim0001203	CD6	chr20	193780733	193780735	+	TSS200	True	-143.0	OpenSea		simulated_background	simulated
sim0001204	METTL22	chr19	114224365	114224367	-	5UTR_1stExon	False	67303.0	Island	CGI:chr19:114223965-114224765	simulated_background	simulated
sim0001205		chr8	238587211	238587213	+	intergenic	False	156745.0	S_Shelf	CGI:chr8:238586811-238587611	simulated_background	simulated
sim0001206		chr8	132214613	132214615	-	intergenic	False	-123243.0	N_Shore	CGI:chr8:132214213-132215013	simulated_background	simulated
sim0001207	CD38	chr11	163124850	163124852	-	gene_body	False	38087.0	S_Shore	CGI:chr11:163124450-163125250	simulated_background	simulated
sim0001208	CLEC11A	chrX	150709517	150709519	-	TSS1500	True	-516.0	OpenSea		simulated_background	simulated
sim0001209	TUBGCP2	chr18	113401645	113401647	-	gene_body	False	21719.0	OpenSea		simulated_background	simulated
sim0001210	RXFP4	chr13	103608239	103608241	+	gene_body	False	30132.0	Island	CGI:chr13:103607839-103608639	simulated_background	simulated
sim0001211	DCHS1	chrY	183445176	183445178	+	gene_body	False	36870.0	OpenSea		simulated_background	simulated
sim0001212	P4HA3	chr14	147929686	147929688	-	gene_body	False	15189.0	S_Shore	CGI:chr14:147929286-147930086	simulated_background	simulated
sim0001213	HGFAC	chr18	83370311	83370313	+	gene_body	False	19545.0	OpenSea		simulated_background	simulated
sim0001214	ETNPPL	chrX	6367129	6367131	-	5UTR_1stExon	False	26890.0	Island	CGI:chrX:6366729-6367529	simulated_background	simulated
sim0001215	SUPT7L	chr15	124090693	124090695	-	gene_body	False	36449.0	Island	CGI:chr15:124090293-124091093	simulated_background	simulated
sim0001216	SEPTIN4	chr17	150270049	150270051	-	gene_body	False	19011.0	OpenSea		simulated_background	simulated
sim0001217	TCEAL1	chr5	187087795	187087797	+	TSS200	True	-95.0	Island	CGI:chr5:187087395-187088195	simulated_background	simulated
sim0001218	ST7	chr12	74919812	74919814	-	5UTR_1stExon	False	-115467.0	N_Shelf	CGI:chr12:74919412-74920212	simulated_background	simulated
sim0001219	TTLL2	chr4	227253909	227253911	+	5UTR_1stExon	False	42362.0	S_Shore	CGI:chr4:227253509-227254309	simulated_background	simulated
sim0001220	ERRFI1	chr3	28156910	28156912	+	TSS200	True	-9.0	OpenSea		simulated_background	simulated
sim0001221	FOSL2	chr7	212234009	212234011	+	gene_body	False	24666.0	OpenSea		simulated_background	simulated
sim0001222	CPSF4	chr14	62127001	62127003	+	TSS200	True	-163.0	Island	CGI:chr14:62126601-62127401	simulated_background	simulated
sim0001223	DNAJA1	chr3	213092938	213092940	+	gene_body	False	11693.0	S_Shelf	CGI:chr3:213092538-213093338	simulated_background	simulated
sim0001224	MRGBP	chr4	136028293	136028295	+	gene_body	False	29539.0	Island	CGI:chr4:136027893-136028693	simulated_background	simulated
sim0001225		chr17	229067894	229067896	+	intergenic	False	87686.0	OpenSea		simulated_background	simulated
